1984,	24436
1985,	23856
1986,	26443
1987,	28082
1988,	29087
1989,	30185
1990,	31465
1991,	29479
1992,	30981
1993,	33682
1994,	33644
1995,	37933
1996,	40991
1997,	42564
1998,	47926
1999,	47038
2000,	54251
2001,	52681
2002,	54622
2003,	52823
2004,	56104
2005,	54215
2006,	56211
2007,	58058
2008,	54925
2009,	56090
2010,	52321
2011,	57820
2012,	61795
2013,	64324
2014,	67244
2015,	68730
2016,	70218
2017,	69975
2018,	71817
